architecture,workload,gpu_model,pcm_thickness_mm,melting_temp_c,peak_junction_temp,temp_amplitude,thermal_uniformity_index,time_above_throttling,tbu_max_melt_fraction,tbe_burst_endurance,tri_recovery_index,fatigue_lifetime_multiplier
Hydra_Core,LLM_Inference,NVIDIA H100,0.2,55.0,80.3,11.0,3.8,4.0,0.78,45,15.0,3.78
Hydra_Core,LLM_Inference,NVIDIA H100,0.2,60.0,80.0,11.0,3.8,4.0,0.78,45,15.0,3.78
Hydra_Core,LLM_Inference,NVIDIA H100,0.2,65.0,79.6,11.0,3.8,4.0,0.78,45,15.0,3.78
Hydra_Core,LLM_Inference,NVIDIA H100,0.2,70.0,80.0,11.0,3.8,4.0,0.78,45,15.0,3.78
Hydra_Core,LLM_Inference,NVIDIA H100,0.2,75.0,80.3,11.0,3.8,4.0,0.78,45,15.0,3.78
Hydra_Core,LLM_Inference,NVIDIA H100,0.3,55.0,81.1,11.6,3.92,4.6,0.66,43,16.2,3.27
Hydra_Core,LLM_Inference,NVIDIA H100,0.3,60.0,80.7,11.6,3.92,4.6,0.66,43,16.2,3.27
Hydra_Core,LLM_Inference,NVIDIA H100,0.3,65.0,80.3,11.6,3.92,4.6,0.66,43,16.2,3.27
Hydra_Core,LLM_Inference,NVIDIA H100,0.3,70.0,80.7,11.6,3.92,4.6,0.66,43,16.2,3.27
Hydra_Core,LLM_Inference,NVIDIA H100,0.3,75.0,81.1,11.6,3.92,4.6,0.66,43,16.2,3.27
Hydra_Core,LLM_Inference,NVIDIA H100,0.4,55.0,81.8,12.2,4.04,5.2,0.54,42,17.4,2.86
Hydra_Core,LLM_Inference,NVIDIA H100,0.4,60.0,81.4,12.2,4.04,5.2,0.54,42,17.4,2.86
Hydra_Core,LLM_Inference,NVIDIA H100,0.4,65.0,81.0,12.2,4.04,5.2,0.54,42,17.4,2.86
Hydra_Core,LLM_Inference,NVIDIA H100,0.4,70.0,81.4,12.2,4.04,5.2,0.54,42,17.4,2.86
Hydra_Core,LLM_Inference,NVIDIA H100,0.4,75.0,81.8,12.2,4.04,5.2,0.54,42,17.4,2.86
Hydra_Core,LLM_Inference,NVIDIA H100,0.5,55.0,82.5,12.8,4.16,5.8,0.42,41,18.6,2.51
Hydra_Core,LLM_Inference,NVIDIA H100,0.5,60.0,82.1,12.8,4.16,5.8,0.42,41,18.6,2.51
Hydra_Core,LLM_Inference,NVIDIA H100,0.5,65.0,81.8,12.8,4.16,5.8,0.42,41,18.6,2.51
Hydra_Core,LLM_Inference,NVIDIA H100,0.5,70.0,82.1,12.8,4.16,5.8,0.42,41,18.6,2.51
Hydra_Core,LLM_Inference,NVIDIA H100,0.5,75.0,82.5,12.8,4.16,5.8,0.42,41,18.6,2.51
Hydra_Core,LLM_Inference,NVIDIA H100,0.6,55.0,83.2,13.4,4.28,6.4,0.3,40,19.8,2.22
Hydra_Core,LLM_Inference,NVIDIA H100,0.6,60.0,82.9,13.4,4.28,6.4,0.3,40,19.8,2.22
Hydra_Core,LLM_Inference,NVIDIA H100,0.6,65.0,82.5,13.4,4.28,6.4,0.3,40,19.8,2.22
Hydra_Core,LLM_Inference,NVIDIA H100,0.6,70.0,82.9,13.4,4.28,6.4,0.3,40,19.8,2.22
Hydra_Core,LLM_Inference,NVIDIA H100,0.6,75.0,83.2,13.4,4.28,6.4,0.3,40,19.8,2.22
Hydra_Core,LLM_Training,NVIDIA H100,0.2,55.0,80.3,11.0,3.8,4.0,0.78,45,15.0,3.78
Hydra_Core,LLM_Training,NVIDIA H100,0.2,60.0,80.0,11.0,3.8,4.0,0.78,45,15.0,3.78
Hydra_Core,LLM_Training,NVIDIA H100,0.2,65.0,79.6,11.0,3.8,4.0,0.78,45,15.0,3.78
Hydra_Core,LLM_Training,NVIDIA H100,0.2,70.0,80.0,11.0,3.8,4.0,0.78,45,15.0,3.78
Hydra_Core,LLM_Training,NVIDIA H100,0.2,75.0,80.3,11.0,3.8,4.0,0.78,45,15.0,3.78
Hydra_Core,LLM_Training,NVIDIA H100,0.3,55.0,81.1,11.6,3.92,4.6,0.66,43,16.2,3.27
Hydra_Core,LLM_Training,NVIDIA H100,0.3,60.0,80.7,11.6,3.92,4.6,0.66,43,16.2,3.27
Hydra_Core,LLM_Training,NVIDIA H100,0.3,65.0,80.3,11.6,3.92,4.6,0.66,43,16.2,3.27
Hydra_Core,LLM_Training,NVIDIA H100,0.3,70.0,80.7,11.6,3.92,4.6,0.66,43,16.2,3.27
Hydra_Core,LLM_Training,NVIDIA H100,0.3,75.0,81.1,11.6,3.92,4.6,0.66,43,16.2,3.27
Hydra_Core,LLM_Training,NVIDIA H100,0.4,55.0,81.8,12.2,4.04,5.2,0.54,42,17.4,2.86
Hydra_Core,LLM_Training,NVIDIA H100,0.4,60.0,81.4,12.2,4.04,5.2,0.54,42,17.4,2.86
Hydra_Core,LLM_Training,NVIDIA H100,0.4,65.0,81.0,12.2,4.04,5.2,0.54,42,17.4,2.86
Hydra_Core,LLM_Training,NVIDIA H100,0.4,70.0,81.4,12.2,4.04,5.2,0.54,42,17.4,2.86
Hydra_Core,LLM_Training,NVIDIA H100,0.4,75.0,81.8,12.2,4.04,5.2,0.54,42,17.4,2.86
Hydra_Core,LLM_Training,NVIDIA H100,0.5,55.0,82.5,12.8,4.16,5.8,0.42,41,18.6,2.51
Hydra_Core,LLM_Training,NVIDIA H100,0.5,60.0,82.1,12.8,4.16,5.8,0.42,41,18.6,2.51
Hydra_Core,LLM_Training,NVIDIA H100,0.5,65.0,81.8,12.8,4.16,5.8,0.42,41,18.6,2.51
Hydra_Core,LLM_Training,NVIDIA H100,0.5,70.0,82.1,12.8,4.16,5.8,0.42,41,18.6,2.51
Hydra_Core,LLM_Training,NVIDIA H100,0.5,75.0,82.5,12.8,4.16,5.8,0.42,41,18.6,2.51
Hydra_Core,LLM_Training,NVIDIA H100,0.6,55.0,83.2,13.4,4.28,6.4,0.3,40,19.8,2.22
Hydra_Core,LLM_Training,NVIDIA H100,0.6,60.0,82.9,13.4,4.28,6.4,0.3,40,19.8,2.22
Hydra_Core,LLM_Training,NVIDIA H100,0.6,65.0,82.5,13.4,4.28,6.4,0.3,40,19.8,2.22
Hydra_Core,LLM_Training,NVIDIA H100,0.6,70.0,82.9,13.4,4.28,6.4,0.3,40,19.8,2.22
Hydra_Core,LLM_Training,NVIDIA H100,0.6,75.0,83.2,13.4,4.28,6.4,0.3,40,19.8,2.22
Hydra_Core,CNN_Inference,NVIDIA H100,0.2,55.0,80.3,11.0,3.8,4.0,0.78,45,15.0,3.78
Hydra_Core,CNN_Inference,NVIDIA H100,0.2,60.0,80.0,11.0,3.8,4.0,0.78,45,15.0,3.78
Hydra_Core,CNN_Inference,NVIDIA H100,0.2,65.0,79.6,11.0,3.8,4.0,0.78,45,15.0,3.78
Hydra_Core,CNN_Inference,NVIDIA H100,0.2,70.0,80.0,11.0,3.8,4.0,0.78,45,15.0,3.78
Hydra_Core,CNN_Inference,NVIDIA H100,0.2,75.0,80.3,11.0,3.8,4.0,0.78,45,15.0,3.78
Hydra_Core,CNN_Inference,NVIDIA H100,0.3,55.0,81.1,11.6,3.92,4.6,0.66,43,16.2,3.27
Hydra_Core,CNN_Inference,NVIDIA H100,0.3,60.0,80.7,11.6,3.92,4.6,0.66,43,16.2,3.27
Hydra_Core,CNN_Inference,NVIDIA H100,0.3,65.0,80.3,11.6,3.92,4.6,0.66,43,16.2,3.27
Hydra_Core,CNN_Inference,NVIDIA H100,0.3,70.0,80.7,11.6,3.92,4.6,0.66,43,16.2,3.27
Hydra_Core,CNN_Inference,NVIDIA H100,0.3,75.0,81.1,11.6,3.92,4.6,0.66,43,16.2,3.27
Hydra_Core,CNN_Inference,NVIDIA H100,0.4,55.0,81.8,12.2,4.04,5.2,0.54,42,17.4,2.86
Hydra_Core,CNN_Inference,NVIDIA H100,0.4,60.0,81.4,12.2,4.04,5.2,0.54,42,17.4,2.86
Hydra_Core,CNN_Inference,NVIDIA H100,0.4,65.0,81.0,12.2,4.04,5.2,0.54,42,17.4,2.86
Hydra_Core,CNN_Inference,NVIDIA H100,0.4,70.0,81.4,12.2,4.04,5.2,0.54,42,17.4,2.86
Hydra_Core,CNN_Inference,NVIDIA H100,0.4,75.0,81.8,12.2,4.04,5.2,0.54,42,17.4,2.86
Hydra_Core,CNN_Inference,NVIDIA H100,0.5,55.0,82.5,12.8,4.16,5.8,0.42,41,18.6,2.51
Hydra_Core,CNN_Inference,NVIDIA H100,0.5,60.0,82.1,12.8,4.16,5.8,0.42,41,18.6,2.51
Hydra_Core,CNN_Inference,NVIDIA H100,0.5,65.0,81.8,12.8,4.16,5.8,0.42,41,18.6,2.51
Hydra_Core,CNN_Inference,NVIDIA H100,0.5,70.0,82.1,12.8,4.16,5.8,0.42,41,18.6,2.51
Hydra_Core,CNN_Inference,NVIDIA H100,0.5,75.0,82.5,12.8,4.16,5.8,0.42,41,18.6,2.51
Hydra_Core,CNN_Inference,NVIDIA H100,0.6,55.0,83.2,13.4,4.28,6.4,0.3,40,19.8,2.22
Hydra_Core,CNN_Inference,NVIDIA H100,0.6,60.0,82.9,13.4,4.28,6.4,0.3,40,19.8,2.22
Hydra_Core,CNN_Inference,NVIDIA H100,0.6,65.0,82.5,13.4,4.28,6.4,0.3,40,19.8,2.22
Hydra_Core,CNN_Inference,NVIDIA H100,0.6,70.0,82.9,13.4,4.28,6.4,0.3,40,19.8,2.22
Hydra_Core,CNN_Inference,NVIDIA H100,0.6,75.0,83.2,13.4,4.28,6.4,0.3,40,19.8,2.22
Hydra_Core,Mixed_Cloud_AI,NVIDIA H100,0.2,55.0,80.3,11.0,3.8,4.0,0.78,45,15.0,3.78
Hydra_Core,Mixed_Cloud_AI,NVIDIA H100,0.2,60.0,80.0,11.0,3.8,4.0,0.78,45,15.0,3.78
Hydra_Core,Mixed_Cloud_AI,NVIDIA H100,0.2,65.0,79.6,11.0,3.8,4.0,0.78,45,15.0,3.78
Hydra_Core,Mixed_Cloud_AI,NVIDIA H100,0.2,70.0,80.0,11.0,3.8,4.0,0.78,45,15.0,3.78
Hydra_Core,Mixed_Cloud_AI,NVIDIA H100,0.2,75.0,80.3,11.0,3.8,4.0,0.78,45,15.0,3.78
Hydra_Core,Mixed_Cloud_AI,NVIDIA H100,0.3,55.0,81.1,11.6,3.92,4.6,0.66,43,16.2,3.27
Hydra_Core,Mixed_Cloud_AI,NVIDIA H100,0.3,60.0,80.7,11.6,3.92,4.6,0.66,43,16.2,3.27
Hydra_Core,Mixed_Cloud_AI,NVIDIA H100,0.3,65.0,80.3,11.6,3.92,4.6,0.66,43,16.2,3.27
Hydra_Core,Mixed_Cloud_AI,NVIDIA H100,0.3,70.0,80.7,11.6,3.92,4.6,0.66,43,16.2,3.27
Hydra_Core,Mixed_Cloud_AI,NVIDIA H100,0.3,75.0,81.1,11.6,3.92,4.6,0.66,43,16.2,3.27
Hydra_Core,Mixed_Cloud_AI,NVIDIA H100,0.4,55.0,81.8,12.2,4.04,5.2,0.54,42,17.4,2.86
Hydra_Core,Mixed_Cloud_AI,NVIDIA H100,0.4,60.0,81.4,12.2,4.04,5.2,0.54,42,17.4,2.86
Hydra_Core,Mixed_Cloud_AI,NVIDIA H100,0.4,65.0,81.0,12.2,4.04,5.2,0.54,42,17.4,2.86
Hydra_Core,Mixed_Cloud_AI,NVIDIA H100,0.4,70.0,81.4,12.2,4.04,5.2,0.54,42,17.4,2.86
Hydra_Core,Mixed_Cloud_AI,NVIDIA H100,0.4,75.0,81.8,12.2,4.04,5.2,0.54,42,17.4,2.86
Hydra_Core,Mixed_Cloud_AI,NVIDIA H100,0.5,55.0,82.5,12.8,4.16,5.8,0.42,41,18.6,2.51
Hydra_Core,Mixed_Cloud_AI,NVIDIA H100,0.5,60.0,82.1,12.8,4.16,5.8,0.42,41,18.6,2.51
Hydra_Core,Mixed_Cloud_AI,NVIDIA H100,0.5,65.0,81.8,12.8,4.16,5.8,0.42,41,18.6,2.51
Hydra_Core,Mixed_Cloud_AI,NVIDIA H100,0.5,70.0,82.1,12.8,4.16,5.8,0.42,41,18.6,2.51
Hydra_Core,Mixed_Cloud_AI,NVIDIA H100,0.5,75.0,82.5,12.8,4.16,5.8,0.42,41,18.6,2.51
Hydra_Core,Mixed_Cloud_AI,NVIDIA H100,0.6,55.0,83.2,13.4,4.28,6.4,0.3,40,19.8,2.22
Hydra_Core,Mixed_Cloud_AI,NVIDIA H100,0.6,60.0,82.9,13.4,4.28,6.4,0.3,40,19.8,2.22
Hydra_Core,Mixed_Cloud_AI,NVIDIA H100,0.6,65.0,82.5,13.4,4.28,6.4,0.3,40,19.8,2.22
Hydra_Core,Mixed_Cloud_AI,NVIDIA H100,0.6,70.0,82.9,13.4,4.28,6.4,0.3,40,19.8,2.22
Hydra_Core,Mixed_Cloud_AI,NVIDIA H100,0.6,75.0,83.2,13.4,4.28,6.4,0.3,40,19.8,2.22
