architecture,workload,gpu_model,pcm_thickness_mm,melting_temp_c,peak_junction_temp,temp_amplitude,thermal_uniformity_index,time_above_throttling,tbu_max_melt_fraction,tbe_burst_endurance,tri_recovery_index,fatigue_lifetime_multiplier
Hydra_Core,LLM_Inference,NVIDIA H100,0.1,55.0,79.6,10.4,3.68,3.4,0.9,46,13.8,4.4
Hydra_Core,LLM_Inference,NVIDIA H100,0.1,60.0,79.3,10.4,3.68,3.4,0.9,46,13.8,4.4
Hydra_Core,LLM_Inference,NVIDIA H100,0.1,65.0,78.9,10.4,3.68,3.4,0.9,46,13.8,4.4
Hydra_Core,LLM_Inference,NVIDIA H100,0.1,70.0,79.3,10.4,3.68,3.4,0.9,46,13.8,4.4
Hydra_Core,LLM_Inference,NVIDIA H100,0.1,75.0,79.6,10.4,3.68,3.4,0.9,46,13.8,4.4
Hydra_Core,LLM_Inference,NVIDIA H100,0.15,55.0,80.0,10.7,3.74,3.7,0.84,45,14.4,4.07
Hydra_Core,LLM_Inference,NVIDIA H100,0.15,60.0,79.6,10.7,3.74,3.7,0.84,45,14.4,4.07
Hydra_Core,LLM_Inference,NVIDIA H100,0.15,65.0,79.2,10.7,3.74,3.7,0.84,45,14.4,4.07
Hydra_Core,LLM_Inference,NVIDIA H100,0.15,70.0,79.6,10.7,3.74,3.7,0.84,45,14.4,4.07
Hydra_Core,LLM_Inference,NVIDIA H100,0.15,75.0,80.0,10.7,3.74,3.7,0.84,45,14.4,4.07
Hydra_Core,LLM_Inference,NVIDIA H100,0.2,55.0,80.3,11.0,3.8,4.0,0.78,45,15.0,3.78
Hydra_Core,LLM_Inference,NVIDIA H100,0.2,60.0,80.0,11.0,3.8,4.0,0.78,45,15.0,3.78
Hydra_Core,LLM_Inference,NVIDIA H100,0.2,65.0,79.6,11.0,3.8,4.0,0.78,45,15.0,3.78
Hydra_Core,LLM_Inference,NVIDIA H100,0.2,70.0,80.0,11.0,3.8,4.0,0.78,45,15.0,3.78
Hydra_Core,LLM_Inference,NVIDIA H100,0.2,75.0,80.3,11.0,3.8,4.0,0.78,45,15.0,3.78
Hydra_Core,LLM_Inference,NVIDIA H100,0.25,55.0,80.7,11.3,3.86,4.3,0.72,44,15.6,3.51
Hydra_Core,LLM_Inference,NVIDIA H100,0.25,60.0,80.3,11.3,3.86,4.3,0.72,44,15.6,3.51
Hydra_Core,LLM_Inference,NVIDIA H100,0.25,65.0,80.0,11.3,3.86,4.3,0.72,44,15.6,3.51
Hydra_Core,LLM_Inference,NVIDIA H100,0.25,70.0,80.3,11.3,3.86,4.3,0.72,44,15.6,3.51
Hydra_Core,LLM_Inference,NVIDIA H100,0.25,75.0,80.7,11.3,3.86,4.3,0.72,44,15.6,3.51
Hydra_Core,LLM_Inference,NVIDIA H100,0.3,55.0,81.1,11.6,3.92,4.6,0.66,43,16.2,3.27
Hydra_Core,LLM_Inference,NVIDIA H100,0.3,60.0,80.7,11.6,3.92,4.6,0.66,43,16.2,3.27
Hydra_Core,LLM_Inference,NVIDIA H100,0.3,65.0,80.3,11.6,3.92,4.6,0.66,43,16.2,3.27
Hydra_Core,LLM_Inference,NVIDIA H100,0.3,70.0,80.7,11.6,3.92,4.6,0.66,43,16.2,3.27
Hydra_Core,LLM_Inference,NVIDIA H100,0.3,75.0,81.1,11.6,3.92,4.6,0.66,43,16.2,3.27
Hydra_Core,LLM_Training,NVIDIA H100,0.1,55.0,79.6,10.4,3.68,3.4,0.9,46,13.8,4.4
Hydra_Core,LLM_Training,NVIDIA H100,0.1,60.0,79.3,10.4,3.68,3.4,0.9,46,13.8,4.4
Hydra_Core,LLM_Training,NVIDIA H100,0.1,65.0,78.9,10.4,3.68,3.4,0.9,46,13.8,4.4
Hydra_Core,LLM_Training,NVIDIA H100,0.1,70.0,79.3,10.4,3.68,3.4,0.9,46,13.8,4.4
Hydra_Core,LLM_Training,NVIDIA H100,0.1,75.0,79.6,10.4,3.68,3.4,0.9,46,13.8,4.4
Hydra_Core,LLM_Training,NVIDIA H100,0.15,55.0,80.0,10.7,3.74,3.7,0.84,45,14.4,4.07
Hydra_Core,LLM_Training,NVIDIA H100,0.15,60.0,79.6,10.7,3.74,3.7,0.84,45,14.4,4.07
Hydra_Core,LLM_Training,NVIDIA H100,0.15,65.0,79.2,10.7,3.74,3.7,0.84,45,14.4,4.07
Hydra_Core,LLM_Training,NVIDIA H100,0.15,70.0,79.6,10.7,3.74,3.7,0.84,45,14.4,4.07
Hydra_Core,LLM_Training,NVIDIA H100,0.15,75.0,80.0,10.7,3.74,3.7,0.84,45,14.4,4.07
Hydra_Core,LLM_Training,NVIDIA H100,0.2,55.0,80.3,11.0,3.8,4.0,0.78,45,15.0,3.78
Hydra_Core,LLM_Training,NVIDIA H100,0.2,60.0,80.0,11.0,3.8,4.0,0.78,45,15.0,3.78
Hydra_Core,LLM_Training,NVIDIA H100,0.2,65.0,79.6,11.0,3.8,4.0,0.78,45,15.0,3.78
Hydra_Core,LLM_Training,NVIDIA H100,0.2,70.0,80.0,11.0,3.8,4.0,0.78,45,15.0,3.78
Hydra_Core,LLM_Training,NVIDIA H100,0.2,75.0,80.3,11.0,3.8,4.0,0.78,45,15.0,3.78
Hydra_Core,LLM_Training,NVIDIA H100,0.25,55.0,80.7,11.3,3.86,4.3,0.72,44,15.6,3.51
Hydra_Core,LLM_Training,NVIDIA H100,0.25,60.0,80.3,11.3,3.86,4.3,0.72,44,15.6,3.51
Hydra_Core,LLM_Training,NVIDIA H100,0.25,65.0,80.0,11.3,3.86,4.3,0.72,44,15.6,3.51
Hydra_Core,LLM_Training,NVIDIA H100,0.25,70.0,80.3,11.3,3.86,4.3,0.72,44,15.6,3.51
Hydra_Core,LLM_Training,NVIDIA H100,0.25,75.0,80.7,11.3,3.86,4.3,0.72,44,15.6,3.51
Hydra_Core,LLM_Training,NVIDIA H100,0.3,55.0,81.1,11.6,3.92,4.6,0.66,43,16.2,3.27
Hydra_Core,LLM_Training,NVIDIA H100,0.3,60.0,80.7,11.6,3.92,4.6,0.66,43,16.2,3.27
Hydra_Core,LLM_Training,NVIDIA H100,0.3,65.0,80.3,11.6,3.92,4.6,0.66,43,16.2,3.27
Hydra_Core,LLM_Training,NVIDIA H100,0.3,70.0,80.7,11.6,3.92,4.6,0.66,43,16.2,3.27
Hydra_Core,LLM_Training,NVIDIA H100,0.3,75.0,81.1,11.6,3.92,4.6,0.66,43,16.2,3.27
Hydra_Core,CNN_Inference,NVIDIA H100,0.1,55.0,79.6,10.4,3.68,3.4,0.9,46,13.8,4.4
Hydra_Core,CNN_Inference,NVIDIA H100,0.1,60.0,79.3,10.4,3.68,3.4,0.9,46,13.8,4.4
Hydra_Core,CNN_Inference,NVIDIA H100,0.1,65.0,78.9,10.4,3.68,3.4,0.9,46,13.8,4.4
Hydra_Core,CNN_Inference,NVIDIA H100,0.1,70.0,79.3,10.4,3.68,3.4,0.9,46,13.8,4.4
Hydra_Core,CNN_Inference,NVIDIA H100,0.1,75.0,79.6,10.4,3.68,3.4,0.9,46,13.8,4.4
Hydra_Core,CNN_Inference,NVIDIA H100,0.15,55.0,80.0,10.7,3.74,3.7,0.84,45,14.4,4.07
Hydra_Core,CNN_Inference,NVIDIA H100,0.15,60.0,79.6,10.7,3.74,3.7,0.84,45,14.4,4.07
Hydra_Core,CNN_Inference,NVIDIA H100,0.15,65.0,79.2,10.7,3.74,3.7,0.84,45,14.4,4.07
Hydra_Core,CNN_Inference,NVIDIA H100,0.15,70.0,79.6,10.7,3.74,3.7,0.84,45,14.4,4.07
Hydra_Core,CNN_Inference,NVIDIA H100,0.15,75.0,80.0,10.7,3.74,3.7,0.84,45,14.4,4.07
Hydra_Core,CNN_Inference,NVIDIA H100,0.2,55.0,80.3,11.0,3.8,4.0,0.78,45,15.0,3.78
Hydra_Core,CNN_Inference,NVIDIA H100,0.2,60.0,80.0,11.0,3.8,4.0,0.78,45,15.0,3.78
Hydra_Core,CNN_Inference,NVIDIA H100,0.2,65.0,79.6,11.0,3.8,4.0,0.78,45,15.0,3.78
Hydra_Core,CNN_Inference,NVIDIA H100,0.2,70.0,80.0,11.0,3.8,4.0,0.78,45,15.0,3.78
Hydra_Core,CNN_Inference,NVIDIA H100,0.2,75.0,80.3,11.0,3.8,4.0,0.78,45,15.0,3.78
Hydra_Core,CNN_Inference,NVIDIA H100,0.25,55.0,80.7,11.3,3.86,4.3,0.72,44,15.6,3.51
Hydra_Core,CNN_Inference,NVIDIA H100,0.25,60.0,80.3,11.3,3.86,4.3,0.72,44,15.6,3.51
Hydra_Core,CNN_Inference,NVIDIA H100,0.25,65.0,80.0,11.3,3.86,4.3,0.72,44,15.6,3.51
Hydra_Core,CNN_Inference,NVIDIA H100,0.25,70.0,80.3,11.3,3.86,4.3,0.72,44,15.6,3.51
Hydra_Core,CNN_Inference,NVIDIA H100,0.25,75.0,80.7,11.3,3.86,4.3,0.72,44,15.6,3.51
Hydra_Core,CNN_Inference,NVIDIA H100,0.3,55.0,81.1,11.6,3.92,4.6,0.66,43,16.2,3.27
Hydra_Core,CNN_Inference,NVIDIA H100,0.3,60.0,80.7,11.6,3.92,4.6,0.66,43,16.2,3.27
Hydra_Core,CNN_Inference,NVIDIA H100,0.3,65.0,80.3,11.6,3.92,4.6,0.66,43,16.2,3.27
Hydra_Core,CNN_Inference,NVIDIA H100,0.3,70.0,80.7,11.6,3.92,4.6,0.66,43,16.2,3.27
Hydra_Core,CNN_Inference,NVIDIA H100,0.3,75.0,81.1,11.6,3.92,4.6,0.66,43,16.2,3.27
Hydra_Core,Mixed_Cloud_AI,NVIDIA H100,0.1,55.0,79.6,10.4,3.68,3.4,0.9,46,13.8,4.4
Hydra_Core,Mixed_Cloud_AI,NVIDIA H100,0.1,60.0,79.3,10.4,3.68,3.4,0.9,46,13.8,4.4
Hydra_Core,Mixed_Cloud_AI,NVIDIA H100,0.1,65.0,78.9,10.4,3.68,3.4,0.9,46,13.8,4.4
Hydra_Core,Mixed_Cloud_AI,NVIDIA H100,0.1,70.0,79.3,10.4,3.68,3.4,0.9,46,13.8,4.4
Hydra_Core,Mixed_Cloud_AI,NVIDIA H100,0.1,75.0,79.6,10.4,3.68,3.4,0.9,46,13.8,4.4
Hydra_Core,Mixed_Cloud_AI,NVIDIA H100,0.15,55.0,80.0,10.7,3.74,3.7,0.84,45,14.4,4.07
Hydra_Core,Mixed_Cloud_AI,NVIDIA H100,0.15,60.0,79.6,10.7,3.74,3.7,0.84,45,14.4,4.07
Hydra_Core,Mixed_Cloud_AI,NVIDIA H100,0.15,65.0,79.2,10.7,3.74,3.7,0.84,45,14.4,4.07
Hydra_Core,Mixed_Cloud_AI,NVIDIA H100,0.15,70.0,79.6,10.7,3.74,3.7,0.84,45,14.4,4.07
Hydra_Core,Mixed_Cloud_AI,NVIDIA H100,0.15,75.0,80.0,10.7,3.74,3.7,0.84,45,14.4,4.07
Hydra_Core,Mixed_Cloud_AI,NVIDIA H100,0.2,55.0,80.3,11.0,3.8,4.0,0.78,45,15.0,3.78
Hydra_Core,Mixed_Cloud_AI,NVIDIA H100,0.2,60.0,80.0,11.0,3.8,4.0,0.78,45,15.0,3.78
Hydra_Core,Mixed_Cloud_AI,NVIDIA H100,0.2,65.0,79.6,11.0,3.8,4.0,0.78,45,15.0,3.78
Hydra_Core,Mixed_Cloud_AI,NVIDIA H100,0.2,70.0,80.0,11.0,3.8,4.0,0.78,45,15.0,3.78
Hydra_Core,Mixed_Cloud_AI,NVIDIA H100,0.2,75.0,80.3,11.0,3.8,4.0,0.78,45,15.0,3.78
Hydra_Core,Mixed_Cloud_AI,NVIDIA H100,0.25,55.0,80.7,11.3,3.86,4.3,0.72,44,15.6,3.51
Hydra_Core,Mixed_Cloud_AI,NVIDIA H100,0.25,60.0,80.3,11.3,3.86,4.3,0.72,44,15.6,3.51
Hydra_Core,Mixed_Cloud_AI,NVIDIA H100,0.25,65.0,80.0,11.3,3.86,4.3,0.72,44,15.6,3.51
Hydra_Core,Mixed_Cloud_AI,NVIDIA H100,0.25,70.0,80.3,11.3,3.86,4.3,0.72,44,15.6,3.51
Hydra_Core,Mixed_Cloud_AI,NVIDIA H100,0.25,75.0,80.7,11.3,3.86,4.3,0.72,44,15.6,3.51
Hydra_Core,Mixed_Cloud_AI,NVIDIA H100,0.3,55.0,81.1,11.6,3.92,4.6,0.66,43,16.2,3.27
Hydra_Core,Mixed_Cloud_AI,NVIDIA H100,0.3,60.0,80.7,11.6,3.92,4.6,0.66,43,16.2,3.27
Hydra_Core,Mixed_Cloud_AI,NVIDIA H100,0.3,65.0,80.3,11.6,3.92,4.6,0.66,43,16.2,3.27
Hydra_Core,Mixed_Cloud_AI,NVIDIA H100,0.3,70.0,80.7,11.6,3.92,4.6,0.66,43,16.2,3.27
Hydra_Core,Mixed_Cloud_AI,NVIDIA H100,0.3,75.0,81.1,11.6,3.92,4.6,0.66,43,16.2,3.27
